"Time[s]	",Voltage[V],,
4.032,-0.02,,
4.033,0.02,,
4.034,0.06,,
4.035,0.08,,
4.036,0.06,,
4.037,0.05,,
4.038,0.04,,
4.039,0.03,,
4.04,0.01,,
4.041,0.03,,
4.042,0,,
4.043,-0.05,,
4.044,-0.06,,
4.045,-0.07,,
4.046,-0.05,,
4.047,-0.1,,
4.048,-0.07,,
4.049,-0.08,,
4.05,-0.04,,
4.051,0.02,,
4.052,0.03,,
4.053,0.06,,
4.054,0.08,,
4.055,0.11,,
4.056,0.11,,
4.057,0.1,,
4.058,0.07,,
4.059,0.06,,
4.06,0.07,,
4.061,0.09,,
4.062,0.08,,
4.063,0.03,,
4.064,-0.01,,
4.065,-0.04,,
4.066,-0.09,,
4.067,-0.1,,
4.068,-0.11,,
4.069,-0.12,,
4.07,-0.1,,
4.071,-0.12,,
4.072,-0.06,,
4.073,-0.01,,
4.074,0.01,,
4.075,0.06,,
4.076,0.11,,
4.077,0.11,,
4.078,0.09,,
4.079,0.1,,
4.08,0.09,,
4.081,0.05,,
4.082,0.05,,
4.083,0.04,,
4.084,0.01,,
4.085,0,,
4.086,-0.03,,
4.087,-0.07,,
4.088,-0.06,,
4.089,-0.1,,
4.09,-0.1,,
4.091,-0.11,,
4.092,-0.07,,
4.093,-0.01,,
4.094,0.01,,
4.095,0.04,,
4.096,0.05,,
4.097,0.06,,
4.098,0.07,,
4.099,0.06,,
4.1,0.04,,
4.101,0.06,,
4.102,0.03,,
4.103,0.02,,
4.104,0.01,,
4.105,0.03,,
4.106,0.01,,
4.107,-0.02,,
4.108,-0.05,,
4.109,-0.09,,
4.11,-0.07,,
4.111,-0.03,,
4.112,-0.06,,
4.113,-0.04,,
4.114,-0.01,,
4.115,0,,
4.116,0.02,,
4.117,0.07,,
4.118,0.05,,
4.119,0.07,,
4.12,0.05,,
4.121,0.06,,
4.122,0.01,,
4.123,0,,
4.124,-0.02,,
4.125,-0.06,,
4.126,-0.1,,
4.127,-0.13,,
4.128,-0.13,,
4.129,-0.16,,
4.13,-0.18,,
4.131,-0.16,,
4.132,-0.07,,
4.133,-0.04,,
4.134,0.04,,
4.135,0.1,,
4.136,0.11,,
4.137,0.14,,
4.138,0.13,,
4.139,0.11,,
4.14,0.12,,
4.141,0.12,,
4.142,0.1,,
4.143,0.1,,
4.144,0.04,,
4.145,0,,
4.146,0.01,,
4.147,0.03,,
4.148,0,,
4.149,-0.01,,
4.15,-0.07,,
4.151,-0.08,,
4.152,-0.13,,
4.153,-0.11,,
4.154,-0.14,,
4.155,-0.11,,
4.156,-0.08,,
4.157,-0.02,,
4.158,0.01,,
4.159,-0.07,,
4.16,-0.08,,
4.161,-0.11,,
4.162,-0.11,,
4.163,-0.13,,
4.164,-0.11,,
4.165,-0.07,,
4.166,-0.02,,
4.167,0.11,,
4.168,0.16,,
4.169,0.12,,
4.17,0.12,,
4.171,0.2,,
4.172,0.21,,
4.173,0.16,,
4.174,0.12,,
4.175,0.09,,
4.176,-0.01,,
4.177,-0.02,,
4.178,-0.06,,
4.179,-0.07,,
4.18,-0.02,,
4.181,0.02,,
4.182,0.02,,
4.183,-0.04,,
4.184,-0.05,,
4.185,-0.05,,
4.186,-0.01,,
4.187,-0.13,,
4.188,-0.31,,
4.189,-0.4,,
4.19,-0.52,,
4.191,-0.48,,
4.192,-0.4,,
4.193,-0.26,,
4.194,-0.34,,
4.195,-0.39,,
4.196,-0.32,,
4.197,-0.29,,
4.198,-0.26,,
4.199,-0.25,,
4.2,0.04,,
4.201,0.22,,
4.202,0.29,,
4.203,0.6,,
4.204,0.95,,
4.205,0.99,,
4.206,0.63,,
4.207,0.46,,
4.208,0.45,,
4.209,0.06,,
4.21,-0.28,,
4.211,-0.75,,
4.212,-0.82,,
4.213,-0.73,,
4.214,-0.57,,
4.215,-0.28,,
4.216,-0.08,,
4.217,-0.11,,
4.218,-0.17,,
4.219,-0.03,,
4.22,-0.09,,
4.221,0.14,,
4.222,0.27,,
4.223,0.05,,
4.224,-0.27,,
4.225,0.15,,
4.226,0.39,,
4.227,0.46,,
4.228,0.78,,
4.229,0.57,,
4.23,0.46,,
4.231,0.49,,
4.232,0.72,,
4.233,0.97,,
4.234,0.78,,
4.235,0.42,,
4.236,-0.07,,
4.237,-0.63,,
4.238,-0.78,,
4.239,-0.61,,
4.24,-0.26,,
4.241,-0.51,,
4.242,-1.38,,
4.243,-1.39,,
4.244,-0.75,,
4.245,-0.03,,
4.246,0.09,,
4.247,-0.13,,
4.248,-0.16,,
4.249,0.46,,
4.25,0.49,,
4.251,0.71,,
4.252,0.94,,
4.253,1.21,,
4.254,0.37,,
4.255,0,,
4.256,0.41,,
4.257,0.56,,
4.258,0.26,,
4.259,0.3,,
4.26,0.35,,
4.261,0.44,,
4.262,0.22,,
4.263,0.1,,
4.264,0.09,,
4.265,0.26,,
4.266,0.17,,
4.267,-0.11,,
4.268,-0.18,,
4.269,-0.19,,
4.27,-0.11,,
4.271,-0.24,,
4.272,-0.51,,
4.273,-0.68,,
4.274,-0.53,,
4.275,-0.23,,
4.276,0,,
4.277,0.28,,
4.278,0.35,,
4.279,0.19,,
4.28,0.05,,
4.281,-0.17,,
4.282,0.37,,
4.283,0.32,,
4.284,-1.15,,
4.285,-1.33,,
4.286,-0.43,,
4.287,-0.25,,
4.288,-0.86,,
4.289,-0.32,,
4.29,0.13,,
4.291,0.85,,
4.292,0.52,,
4.293,0.03,,
4.294,-0.03,,
4.295,0.11,,
4.296,0.45,,
4.297,0.89,,
4.298,0.5,,
4.299,0.15,,
4.3,0.08,,
4.301,0.03,,
4.302,-0.15,,
4.303,-0.21,,
4.304,0,,
4.305,0.29,,
4.306,0.13,,
4.307,-0.1,,
4.308,-0.11,,
4.309,-0.02,,
4.31,0.05,,
4.311,0.03,,
4.312,-0.01,,
4.313,-0.03,,
4.314,-0.3,,
4.315,-0.38,,
4.316,-0.11,,
4.317,-0.01,,
4.318,0.03,,
4.319,-0.07,,
4.32,-0.38,,
4.321,-0.26,,
4.322,0.21,,
4.323,0.36,,
4.324,0.13,,
4.325,0.25,,
4.326,0.28,,
4.327,0.3,,
4.328,0.08,,
4.329,-0.23,,
4.33,-0.72,,
4.331,-0.98,,
4.332,-0.51,,
4.333,-0.12,,
4.334,-0.42,,
4.335,-0.19,,
4.336,-0.07,,
4.337,0.47,,
4.338,0.71,,
4.339,0.2,,
4.34,0.04,,
4.341,-0.04,,
4.342,0.08,,
4.343,0.12,,
4.344,0.2,,
4.345,0.15,,
4.346,0.17,,
4.347,0.81,,
4.348,0.45,,
4.349,0.06,,
4.35,0,,
4.351,-0.3,,
4.352,-0.27,,
4.353,-0.06,,
4.354,0.63,,
4.355,0.23,,
4.356,-0.2,,
4.357,-0.11,,
4.358,-0.18,,
4.359,-0.04,,
4.36,0.3,,
4.361,0.19,,
4.362,0,,
4.363,-0.14,,
4.364,-0.2,,
4.365,-0.19,,
4.366,0.09,,
4.367,0.02,,
4.368,0,,
4.369,0.06,,
4.37,0.21,,
4.371,0.12,,
4.372,0.02,,
4.373,-0.11,,
4.374,-0.15,,
4.375,-0.11,,
4.376,-0.2,,
4.377,-0.33,,
4.378,-0.34,,
4.379,-0.33,,
4.38,-0.33,,
4.381,-0.24,,
4.382,0.1,,
4.383,0.42,,
4.384,0.45,,
4.385,0.3,,
4.386,0.21,,
4.387,0.06,,
4.388,-0.11,,
4.389,-0.44,,
4.39,-0.94,,
4.391,-1.08,,
4.392,-0.5,,
4.393,0.1,,
4.394,0.07,,
4.395,0.42,,
4.396,0.46,,
4.397,0.24,,
4.398,0.32,,
4.399,0.44,,
4.4,0.08,,
4.401,-0.06,,
4.402,-0.1,,
4.403,0.13,,
4.404,0.15,,
4.405,0.06,,
4.406,0.06,,
4.407,0.22,,
4.408,0.44,,
4.409,0.71,,
4.41,0.82,,
4.411,0.26,,
4.412,-0.54,,
4.413,-0.73,,
4.414,-0.43,,
4.415,-0.23,,
4.416,-0.26,,
4.417,-0.11,,
4.418,0.02,,
4.419,-0.06,,
4.42,-0.11,,
4.421,0.04,,
4.422,-0.04,,
4.423,0.17,,
4.424,-0.04,,
4.425,-0.26,,
4.426,-0.54,,
4.427,-0.41,,
4.428,-0.03,,
4.429,-0.05,,
4.43,-0.45,,
4.431,-0.07,,
4.432,0.08,,
4.433,0.13,,
4.434,0.33,,
4.435,0.75,,
4.436,0.37,,
4.437,0.1,,
4.438,0.08,,
4.439,-0.14,,
4.44,-0.14,,
4.441,0.18,,
4.442,-0.01,,
4.443,-0.12,,
4.444,0.17,,
4.445,0.05,,
4.446,0.03,,
4.447,0.2,,
4.448,0.08,,
4.449,-0.04,,
4.45,-0.12,,
4.451,-0.01,,
4.452,0.16,,
4.453,-0.08,,
4.454,-0.13,,
4.455,0.18,,
4.456,0.21,,
4.457,-0.05,,
4.458,0.06,,
4.459,0.09,,
4.46,0.04,,
4.461,-0.07,,
4.462,-0.06,,
4.463,-0.03,,
4.464,0.06,,
4.465,0.16,,
4.466,0.09,,
4.467,-0.06,,
4.468,-0.3,,
4.469,-0.59,,
4.47,-0.15,,
4.471,0.52,,
4.472,0.11,,
4.473,-0.06,,
4.474,-0.46,,
4.475,-0.51,,
4.476,-0.54,,
4.477,-0.62,,
4.478,-0.84,,
4.479,-0.71,,
4.48,-0.31,,
4.481,0.85,,
4.482,0.79,,
4.483,0.64,,
4.484,0.71,,
4.485,0.43,,
4.486,0.26,,
4.487,0.63,,
4.488,0.6,,
4.489,0.4,,
4.49,0.2,,
4.491,-0.21,,
4.492,-0.4,,
4.493,-0.2,,
4.494,-0.04,,
4.495,-0.32,,
4.496,-0.43,,
4.497,-0.13,,
4.498,0.21,,
4.499,0.32,,
4.5,0.32,,
4.501,0.06,,
4.502,-0.1,,
4.503,-0.06,,
4.504,0.02,,
4.505,0.04,,
4.506,-0.06,,
4.507,-0.15,,
4.508,-0.14,,
4.509,-0.13,,
4.51,0.03,,
4.511,0.15,,
4.512,0.08,,
4.513,-0.08,,
4.514,-0.13,,
4.515,-0.21,,
4.516,-0.13,,
4.517,-0.06,,
4.518,-0.1,,
4.519,-0.39,,
4.52,-0.23,,
4.521,0.26,,
4.522,-0.04,,
4.523,0,,
4.524,-0.01,,
4.525,-0.06,,
4.526,0.02,,
4.527,0.02,,
4.528,-0.01,,
4.529,0.06,,
4.53,0.35,,
4.531,0.6,,
4.532,0.29,,
4.533,-0.1,,
4.534,-0.38,,
4.535,-0.52,,
4.536,-0.77,,
4.537,-0.71,,
4.538,-0.31,,
4.539,0.06,,
4.54,0.35,,
4.541,0.31,,
4.542,0.47,,
4.543,0.18,,
4.544,0.1,,
4.545,0.52,,
4.546,0.72,,
4.547,0.45,,
4.548,0,,
4.549,-0.17,,
4.55,0.06,,
4.551,0.2,,
4.552,-0.06,,
4.553,-0.06,,
4.554,0.04,,
4.555,0.06,,
4.556,-0.14,,
4.557,-0.26,,
4.558,-0.22,,
4.559,-0.34,,
4.56,-0.52,,
4.561,-0.26,,
4.562,-0.02,,
4.563,0.06,,
4.564,-0.06,,
4.565,-0.01,,
4.566,0.29,,
4.567,0.2,,
4.568,0.01,,
4.569,0.09,,
4.57,0.15,,
4.571,0.19,,
4.572,0.08,,
4.573,-0.03,,
4.574,-0.11,,
4.575,-0.23,,
4.576,0.09,,
4.577,0.2,,
4.578,-0.05,,
4.579,-0.17,,
4.58,-0.13,,
4.581,-0.05,,
4.582,0,,
4.583,0.02,,
4.584,0.1,,
4.585,0.01,,
4.586,-0.09,,
4.587,-0.06,,
4.588,0.01,,
4.589,0.03,,
4.59,-0.03,,
4.591,-0.03,,
4.592,-0.02,,
4.593,-0.08,,
4.594,-0.03,,
4.595,0.25,,
4.596,0.22,,
4.597,-0.11,,
4.598,-0.12,,
4.599,-0.39,,
4.6,-0.28,,
4.601,0.11,,
4.602,0.11,,
4.603,0,,
4.604,0.13,,
4.605,0.29,,
4.606,0.13,,
4.607,0.09,,
4.608,-0.06,,
4.609,-0.16,,
4.61,-0.16,,
4.611,-0.14,,
4.612,-0.54,,
4.613,-0.87,,
4.614,-0.6,,
4.615,-0.23,,
4.616,0.21,,
4.617,-0.03,,
4.618,0.47,,
4.619,1.02,,
4.62,0.84,,
4.621,0.5,,
4.622,0.21,,
4.623,0.1,,
4.624,0.02,,
4.625,-0.02,,
4.626,0.03,,
4.627,0.08,,
4.628,0.05,,
4.629,0.05,,
4.63,0.01,,
4.631,-0.01,,
4.632,-0.04,,
4.633,-0.03,,
4.634,-0.06,,
4.635,-0.09,,
4.636,-0.09,,
4.637,-0.02,,
4.638,-0.13,,
4.639,0.02,,
4.64,0.04,,
4.641,-0.1,,
4.642,-0.1,,
4.643,-0.1,,
4.644,-0.11,,
4.645,-0.13,,
4.646,-0.11,,
4.647,-0.11,,
4.648,-0.08,,
4.649,0.05,,
4.65,-0.17,,
4.651,-0.25,,
4.652,-0.03,,
4.653,-0.32,,
4.654,-0.24,,
4.655,0.14,,
4.656,0.39,,
4.657,0.42,,
4.658,0.16,,
4.659,0.05,,
4.66,0.02,,
4.661,0.01,,
4.662,0.07,,
4.663,-0.06,,
4.664,-0.07,,
4.665,-0.06,,
4.666,-0.35,,
4.667,-0.9,,
4.668,-0.9,,
4.669,-0.32,,
4.67,0.05,,
4.671,0.03,,
4.672,0.11,,
4.673,0.63,,
4.674,1.17,,
4.675,0.83,,
4.676,0.51,,
4.677,0.33,,
4.678,0.26,,
4.679,0.09,,
4.68,-0.02,,
4.681,-0.07,,
4.682,-0.11,,
4.683,-0.2,,
4.684,-0.19,,
4.685,-0.19,,
4.686,-0.1,,
4.687,-0.06,,
4.688,0.09,,
4.689,0.08,,
4.69,0.15,,
4.691,0.11,,
4.692,-0.03,,
4.693,-0.12,,
4.694,-0.04,,
4.695,-0.14,,
4.696,-0.06,,
4.697,0.14,,
4.698,0.04,,
4.699,-0.03,,
4.7,-0.16,,
4.701,-0.21,,
4.702,-0.13,,
4.703,-0.09,,
4.704,-0.14,,
4.705,-0.09,,
4.706,-0.1,,
4.707,-0.11,,
4.708,-0.18,,
4.709,-0.43,,
4.71,-0.47,,
4.711,-0.19,,
4.712,-0.07,,
4.713,-0.02,,
4.714,0.34,,
4.715,0.51,,
4.716,0.63,,
4.717,0.48,,
4.718,0.31,,
4.719,0.1,,
4.72,0,,
4.721,-0.05,,
4.722,-0.1,,
4.723,-0.15,,
4.724,-0.16,,
4.725,-0.18,,
4.726,-0.35,,
4.727,-0.05,,
4.728,0.17,,
4.729,-0.01,,
4.73,-0.11,,
4.731,-0.03,,
4.732,0.09,,
4.733,0.24,,
4.734,0.24,,
4.735,0.06,,
4.736,-0.22,,
4.737,-0.25,,
4.738,0.06,,
4.739,0.3,,
4.74,0.29,,
4.741,0,,
4.742,-0.01,,
4.743,0.07,,
4.744,-0.17,,
4.745,-0.04,,
4.746,-0.01,,
4.747,-0.02,,
4.748,-0.01,,
4.749,-0.04,,
4.75,-0.05,,
4.751,0.01,,
4.752,0.06,,
4.753,0.07,,
4.754,0.09,,
4.755,0.05,,
4.756,0.02,,
4.757,0.02,,
4.758,0.03,,
4.759,0.01,,
4.76,0.03,,
4.761,0.01,,
4.762,-0.03,,
4.763,-0.09,,
4.764,-0.1,,
4.765,-0.1,,
4.766,-0.12,,
4.767,-0.12,,
4.768,-0.08,,
4.769,-0.01,,
4.77,0.01,,
4.771,0.02,,
4.772,0.04,,
4.773,0.07,,
4.774,0.1,,
4.775,0.06,,
4.776,0.09,,
4.777,0.08,,
4.778,0.04,,
4.779,-0.13,,
4.78,-0.29,,
4.781,-0.18,,
4.782,-0.1,,
4.783,-0.16,,
4.784,0.02,,
4.785,0.01,,
4.786,0.02,,
4.787,0.1,,
4.788,0.07,,
4.789,0,,
4.79,0.03,,
4.791,0.03,,
4.792,0.01,,
4.793,0,,
4.794,0.01,,
4.795,0.09,,
4.796,0.19,,
4.797,0.11,,
4.798,0.04,,
4.799,0.04,,
4.8,-0.03,,
4.801,-0.07,,
4.802,-0.01,,
4.803,0.06,,
4.804,0.01,,
4.805,-0.1,,
4.806,-0.16,,
4.807,-0.11,,
4.808,-0.1,,
4.809,0.02,,
4.81,0.14,,
4.811,0.01,,
4.812,-0.1,,
4.813,-0.02,,
4.814,0.07,,
4.815,-0.05,,
4.816,-0.39,,
4.817,-0.43,,
4.818,-0.21,,
4.819,-0.11,,
4.82,0.03,,
4.821,0.37,,
4.822,0.45,,
4.823,0.3,,
4.824,0.11,,
4.825,0.01,,
4.826,-0.02,,
4.827,-0.07,,
4.828,-0.06,,
4.829,-0.07,,
4.83,-0.07,,
4.831,-0.01,,
4.832,0.01,,
4.833,0,,
4.834,0.03,,
4.835,0.02,,
4.836,0.1,,
4.837,0.09,,
4.838,0.07,,
4.839,0.1,,
4.84,0.06,,
4.841,-0.01,,
4.842,-0.06,,
4.843,-0.09,,
4.844,-0.1,,
4.845,-0.09,,
4.846,-0.1,,
4.847,-0.09,,
4.848,-0.09,,
4.849,-0.12,,
4.85,-0.08,,
4.851,-0.04,,
4.852,0,,
4.853,0.04,,
4.854,0.09,,
4.855,0.05,,
4.856,0.06,,
4.857,0.06,,
4.858,0.02,,
4.859,-0.02,,
4.86,-0.02,,
4.861,-0.02,,
4.862,0.03,,
4.863,0.11,,
4.864,-0.06,,
4.865,-0.05,,
4.866,-0.01,,
4.867,-0.05,,
4.868,-0.07,,
4.869,-0.11,,
4.87,-0.1,,
4.871,-0.02,,
4.872,0,,
4.873,0.03,,
4.874,0.05,,
4.875,0.06,,
4.876,0.04,,
4.877,0,,
4.878,-0.01,,
4.879,0,,
4.88,-0.02,,
4.881,0.02,,
4.882,0.01,,
4.883,0,,
4.884,0,,
4.885,0,,
4.886,-0.02,,
4.887,-0.04,,
4.888,-0.05,,
4.889,-0.13,,
4.89,-0.16,,
4.891,-0.07,,
4.892,-0.06,,
4.893,0.01,,
4.894,-0.04,,
4.895,-0.01,,
4.896,0.06,,
4.897,0.19,,
4.898,0.15,,
4.899,0.08,,
4.9,0.06,,
4.901,0.02,,
4.902,-0.03,,
4.903,-0.04,,
4.904,-0.04,,
4.905,-0.09,,
4.906,-0.1,,
4.907,-0.08,,
4.908,-0.05,,
4.909,-0.03,,
4.91,-0.05,,
4.911,-0.04,,
4.912,-0.05,,
4.913,-0.02,,
4.914,0.02,,
4.915,0.08,,
4.916,0.04,,
4.917,0.01,,
4.918,-0.05,,
4.919,-0.08,,
4.92,-0.07,,
4.921,-0.05,,
4.922,-0.05,,
4.923,-0.03,,
4.924,0.02,,
4.925,0.12,,
4.926,0.09,,
4.927,0.02,,
4.928,-0.06,,
4.929,-0.13,,
4.93,-0.15,,
4.931,-0.19,,
4.932,-0.22,,
4.933,-0.21,,
4.934,-0.13,,
4.935,0.01,,
4.936,0.1,,
4.937,0.22,,
4.938,0.2,,
4.939,0.06,,
4.94,-0.06,,
4.941,-0.18,,
4.942,-0.32,,
4.943,-0.47,,
4.944,-0.4,,
4.945,-0.23,,
4.946,-0.02,,
4.947,0.13,,
4.948,0.09,,
4.949,0.04,,
4.95,0,,
4.951,-0.1,,
4.952,-0.15,,
4.953,-0.1,,
4.954,-0.02,,
4.955,-0.02,,
4.956,0.12,,
4.957,0.18,,
4.958,0.11,,
4.959,0.11,,
4.96,0.09,,
4.961,0.08,,
4.962,-0.02,,
4.963,-0.05,,
4.964,-0.02,,
4.965,0.05,,
4.966,-0.12,,
4.967,-0.14,,
4.968,-0.14,,
4.969,-0.21,,
4.97,-0.33,,
4.971,-0.38,,
4.972,-0.15,,
4.973,0.07,,
4.974,0.14,,
4.975,0.22,,
4.976,0.19,,
4.977,0.18,,
4.978,0.15,,
4.979,0.01,,
4.98,-0.18,,
4.981,-0.03,,
4.982,0.17,,
4.983,0.12,,
4.984,0.07,,
4.985,0.12,,
4.986,0.15,,
4.987,0,,
4.988,-0.14,,
4.989,-0.23,,
4.99,-0.23,,
4.991,-0.06,,
4.992,-0.13,,
4.993,-0.25,,
4.994,-0.26,,
4.995,-0.12,,
4.996,-0.02,,
4.997,0.1,,
4.998,0.17,,
4.999,0.21,,
5,0.18,,
5.001,0.1,,
5.002,0.09,,
5.003,0.16,,
5.004,0.1,,
5.005,0,,
5.006,0,,
5.007,0.05,,
5.008,0.1,,
5.009,0.1,,
5.01,0.04,,
5.011,-0.07,,
5.012,-0.2,,
5.013,-0.22,,
5.014,-0.15,,
5.015,-0.05,,
5.016,0.01,,
5.017,0.06,,
5.018,0.07,,
5.019,0.09,,
5.02,0.14,,
5.021,0.17,,
5.022,0.16,,
5.023,0.16,,
5.024,0.13,,
5.025,0.05,,
5.026,-0.02,,
5.027,-0.04,,
5.028,-0.06,,
5.029,-0.08,,
5.03,-0.08,,
5.031,-0.05,,
5.032,-0.06,,
5.033,-0.05,,
5.034,-0.02,,
5.035,-0.01,,
5.036,0.03,,
5.037,0.05,,
5.038,0.08,,
5.039,0.11,,
5.04,0.11,,
5.041,0.08,,
5.042,0.03,,
5.043,0.02,,
5.044,0,,
5.045,0.01,,
5.046,0.03,,
5.047,0.02,,
5.048,-0.01,,
5.049,-0.06,,
5.05,-0.07,,
5.051,-0.09,,
5.052,-0.08,,
5.053,-0.07,,
5.054,-0.04,,
5.055,0,,
5.056,0,,
5.057,0.02,,
5.058,0.05,,
5.059,0.08,,
5.06,0.04,,
5.061,0.06,,
5.062,0.07,,
5.063,0.06,,
5.064,0.04,,
5.065,0.04,,
5.066,0.05,,
5.067,0.04,,
5.068,0,,
5.069,-0.03,,
5.07,-0.07,,
5.071,-0.08,,
5.072,-0.13,,
5.073,-0.14,,
5.074,-0.13,,
5.075,-0.11,,
5.076,-0.05,,
5.077,-0.02,,
5.078,0.03,,
5.079,0.06,,
5.08,0.07,,
5.081,0.1,,
5.082,0.09,,
5.083,0.07,,
5.084,0.05,,
5.085,0.05,,
5.086,0.05,,
5.087,0.06,,
5.088,0.02,,
5.089,-0.03,,
5.09,-0.04,,
5.091,-0.07,,
5.092,-0.07,,
5.093,-0.08,,
5.094,-0.09,,
5.095,-0.08,,
5.096,-0.03,,
5.097,0.01,,
5.098,0.03,,
5.099,0.08,,
5.1,0.12,,
5.101,0.1,,
5.102,0.09,,
5.103,0.09,,
5.104,0.09,,
5.105,0.06,,
5.106,0.05,,
5.107,0.04,,
5.108,0.02,,
5.109,-0.01,,
5.11,-0.03,,
5.111,-0.09,,
5.112,-0.11,,
5.113,-0.11,,
5.114,-0.1,,
5.115,-0.09,,
5.116,-0.04,,
5.117,-0.04,,
5.118,0.01,,
5.119,0.05,,
5.12,0.06,,
5.121,0.08,,
5.122,0.07,,
5.123,0.06,,
5.124,0.05,,
5.125,0.06,,
5.126,0.04,,
5.127,0.02,,
5.128,0.02,,
5.129,0.01,,
5.13,-0.04,,
5.131,-0.08,,
5.132,-0.07,,
5.133,-0.08,,
5.134,-0.09,,
5.135,-0.1,,
5.136,-0.07,,
5.137,-0.01,,
5.138,0.01,,
5.139,0.02,,
5.14,0.06,,
5.141,0.08,,
5.142,0.07,,
5.143,0.08,,
5.144,0.09,,
5.145,0.06,,
5.146,0.06,,
5.147,0.04,,
5.148,0.05,,
5.149,0,,
5.15,-0.03,,
5.151,-0.08,,
5.152,-0.1,,
5.153,-0.13,,
5.154,-0.12,,
5.155,-0.09,,
5.156,-0.09,,
5.157,-0.05,,
5.158,-0.01,,
5.159,0.05,,
5.16,0.04,,
5.161,0.06,,
5.162,0.04,,
5.163,0.05,,
5.164,0.05,,
5.165,0.01,,
5.166,0.03,,
5.167,0.05,,
5.168,0.02,,
5.169,0.02,,
5.17,0.01,,
5.171,-0.02,,
5.172,-0.03,,
5.173,-0.08,,
5.174,-0.08,,
5.175,-0.06,,
5.176,-0.09,,
5.177,-0.07,,
5.178,-0.05,,
5.179,-0.01,,
5.18,0.01,,
5.181,0.05,,
5.182,0.06,,
5.183,0.05,,
5.184,0.07,,
5.185,0.05,,
5.186,0.09,,
5.187,0.07,,
5.188,0.05,,
5.189,0.02,,
5.19,0,,
5.191,-0.03,,
5.192,-0.07,,
5.193,-0.1,,
5.194,-0.12,,
5.195,-0.11,,
5.196,-0.11,,
5.197,-0.11,,
5.198,-0.08,,
5.199,-0.03,,
5.2,0,,
5.201,0.05,,
5.202,0.1,,
5.203,0.06,,
5.204,0.08,,
5.205,0.06,,
5.206,0.06,,
5.207,0.01,,
5.208,0.05,,
5.209,0.03,,
5.21,0.01,,
5.211,0,,
5.212,-0.01,,
5.213,-0.06,,
5.214,-0.08,,
5.215,-0.1,,
5.216,-0.1,,
5.217,-0.08,,
5.218,-0.06,,
5.219,-0.04,,
5.22,-0.01,,
5.221,0.05,,
5.222,0.08,,
5.223,0.07,,
5.224,0.06,,
5.225,0.06,,
5.226,0.06,,
5.227,0.04,,
5.228,0.04,,
5.229,0.05,,
5.23,0.02,,
5.231,0.01,,
5.232,0,,
5.233,-0.05,,
5.234,-0.06,,
5.235,-0.06,,
5.236,-0.11,,
5.237,-0.11,,
5.238,-0.09,,
5.239,-0.06,,
5.24,-0.01,,
5.241,-0.02,,
5.242,0.04,,
5.243,0.09,,
5.244,0.09,,
5.245,0.07,,
5.246,0.03,,
5.247,0.04,,
5.248,0.04,,
5.249,0.03,,
5.25,0.03,,
5.251,0.01,,
5.252,-0.01,,
5.253,-0.03,,
5.254,-0.04,,
5.255,-0.08,,
5.256,-0.1,,
5.257,-0.12,,
5.258,-0.1,,
5.259,-0.06,,
5.26,-0.04,,
5.261,0.03,,
5.262,0.02,,
5.263,0.05,,
5.264,0.05,,
5.265,0.06,,
5.266,0.07,,
5.267,0.03,,
5.268,0.07,,
5.269,0.05,,
5.27,0.03,,
5.271,0.02,,
5.272,0,,
5.273,-0.03,,
5.274,-0.06,,
5.275,-0.06,,
5.276,-0.11,,
5.277,-0.09,,
5.278,-0.11,,
5.279,-0.08,,
5.28,-0.05,,
5.281,-0.02,,
5.282,0,,
5.283,0.01,,
5.284,0.03,,
5.285,0.06,,
5.286,0.05,,
5.287,0.06,,
5.288,0.03,,
5.289,0.06,,
5.29,0.04,,
5.291,0.04,,
5.292,0,,
5.293,-0.01,,
5.294,-0.05,,
5.295,-0.06,,
5.296,-0.06,,
5.297,-0.09,,
5.298,-0.08,,
5.299,-0.08,,
5.3,-0.05,,
5.301,-0.04,,
5.302,-0.01,,
5.303,0.02,,
5.304,0.05,,
5.305,0.07,,
5.306,0.07,,
5.307,0.09,,
5.308,0.07,,
5.309,0.06,,
5.31,0.04,,
5.311,0.03,,
5.312,0.02,,
5.313,0,,
5.314,-0.02,,
5.315,-0.05,,
5.316,-0.06,,
5.317,-0.09,,
5.318,-0.1,,
5.319,-0.1,,
5.32,-0.09,,
5.321,-0.06,,
5.322,-0.04,,
5.323,-0.01,,
5.324,0.02,,
5.325,0.07,,
5.326,0.05,,
5.327,0.05,,
5.328,0.07,,
5.329,0.05,,
5.33,0.04,,
5.331,0.02,,
5.332,0.03,,
5.333,0.03,,
5.334,-0.02,,
5.335,-0.04,,
5.336,-0.05,,
5.337,-0.1,,
5.338,-0.12,,
5.339,-0.11,,
5.34,-0.09,,
5.341,-0.06,,
5.342,-0.04,,
5.343,-0.01,,
5.344,0.01,,
5.345,0.06,,
5.346,0.08,,
5.347,0.09,,
5.348,0.06,,
5.349,0.07,,
5.35,0.07,,
5.351,0.06,,
5.352,0.03,,
5.353,0.03,,
5.354,-0.02,,
5.355,-0.03,,
5.356,-0.06,,
5.357,-0.05,,
5.358,-0.09,,
5.359,-0.09,,
5.36,-0.08,,
5.361,-0.05,,
5.362,-0.05,,
5.363,0.01,,
5.364,0.02,,
5.365,0.06,,
5.366,0.09,,
5.367,0.09,,
5.368,0.07,,
5.369,0.05,,
5.37,0.02,,
5.371,0.01,,
5.372,-0.03,,
5.373,-0.07,,
