"Time[s]",Voltage[V],,
3.404,-0.1,,
3.405,-0.08,,
3.406,-0.1,,
3.407,-0.06,,
3.408,-0.03,,
3.409,0,,
3.41,0,,
3.411,0.02,,
3.412,0.03,,
3.413,0.05,,
3.414,0.04,,
3.415,0.03,,
3.416,0.02,,
3.417,0.02,,
3.418,0,,
3.419,-0.03,,
3.42,-0.03,,
3.421,-0.03,,
3.422,-0.05,,
3.423,-0.08,,
3.424,-0.09,,
3.425,-0.09,,
3.426,-0.09,,
3.427,-0.08,,
3.428,-0.03,,
3.429,-0.01,,
3.43,0.03,,
3.431,0,,
3.432,0.03,,
3.433,0.01,,
3.434,0.05,,
3.435,0.05,,
3.436,0.05,,
3.437,0.06,,
3.438,0.07,,
3.439,0.06,,
3.44,0.03,,
3.441,-0.01,,
3.442,-0.02,,
3.443,-0.06,,
3.444,-0.11,,
3.445,-0.1,,
3.446,-0.1,,
3.447,-0.09,,
3.448,-0.07,,
3.449,-0.01,,
3.45,0.03,,
3.451,0.04,,
3.452,0.07,,
3.453,0.08,,
3.454,0.1,,
3.455,0.08,,
3.456,0.1,,
3.457,0.11,,
3.458,0.1,,
3.459,0.11,,
3.46,0.07,,
3.461,0.05,,
3.462,0.03,,
3.463,-0.02,,
3.464,-0.03,,
3.465,-0.05,,
3.466,-0.04,,
3.467,-0.05,,
3.468,-0.05,,
3.469,-0.03,,
3.47,0.02,,
3.471,0.06,,
3.472,0.06,,
3.473,0.06,,
3.474,0.07,,
3.475,0.05,,
3.476,0.03,,
3.477,0.04,,
3.478,0.09,,
3.479,0.08,,
3.48,0.1,,
3.481,0.07,,
3.482,0.02,,
3.483,0,,
3.484,-0.07,,
3.485,-0.11,,
3.486,-0.1,,
3.487,-0.1,,
3.488,-0.03,,
3.489,-0.05,,
3.49,0,,
3.491,0,,
3.492,0.03,,
3.493,0.03,,
3.494,0.07,,
3.495,0.07,,
3.496,0.04,,
3.497,0.06,,
3.498,0.06,,
3.499,0.05,,
3.5,0.06,,
3.501,0.08,,
3.502,0.01,,
3.503,0,,
3.504,-0.03,,
3.505,-0.04,,
3.506,-0.08,,
3.507,-0.05,,
3.508,-0.05,,
3.509,-0.05,,
3.51,-0.01,,
3.511,0,,
3.512,0.05,,
3.513,0.07,,
3.514,0.08,,
3.515,0.07,,
3.516,0.08,,
3.517,0.04,,
3.518,0.02,,
3.519,0.01,,
3.52,0.01,,
3.521,0,,
3.522,0.01,,
3.523,0.01,,
3.524,-0.01,,
3.525,-0.06,,
3.526,-0.09,,
3.527,-0.09,,
3.528,-0.08,,
3.529,-0.02,,
3.53,-0.01,,
3.531,-0.01,,
3.532,0.01,,
3.533,0.08,,
3.534,0.07,,
3.535,0.06,,
3.536,0.05,,
3.537,0.06,,
3.538,0.08,,
3.539,0.06,,
3.54,0.04,,
3.541,0.01,,
3.542,0.02,,
3.543,0,,
3.544,-0.03,,
3.545,-0.08,,
3.546,-0.09,,
3.547,-0.05,,
3.548,-0.04,,
3.549,0,,
3.55,0.01,,
3.551,0.01,,
3.552,-0.01,,
3.553,0.01,,
3.554,0.02,,
3.555,0.05,,
3.556,0.05,,
3.557,0.03,,
3.558,0.04,,
3.559,0.04,,
3.56,0.03,,
3.561,0.04,,
3.562,0.03,,
3.563,0.04,,
3.564,0.02,,
3.565,-0.02,,
3.566,-0.06,,
3.567,-0.09,,
3.568,-0.07,,
3.569,-0.09,,
3.57,-0.06,,
3.571,-0.03,,
3.572,-0.02,,
3.573,0.03,,
3.574,0.03,,
3.575,0.05,,
3.576,0.08,,
3.577,0.1,,
3.578,0.06,,
3.579,0.01,,
3.58,0.04,,
3.581,0.04,,
3.582,0.06,,
3.583,0.04,,
3.584,0.02,,
3.585,-0.04,,
3.586,-0.06,,
3.587,-0.09,,
3.588,-0.07,,
3.589,-0.07,,
3.59,-0.07,,
3.591,-0.03,,
3.592,0.01,,
3.593,0,,
3.594,0.02,,
3.595,0.02,,
3.596,0,,
3.597,0.02,,
3.598,0.04,,
3.599,0.01,,
3.6,0.03,,
3.601,0.05,,
3.602,0.06,,
3.603,0.05,,
3.604,0.06,,
3.605,0,,
3.606,-0.03,,
3.607,-0.08,,
3.608,-0.05,,
3.609,-0.05,,
3.61,-0.04,,
3.611,-0.05,,
3.612,-0.03,,
3.613,0,,
3.614,0.04,,
3.615,0.05,,
3.616,0.02,,
3.617,0.04,,
3.618,0.02,,
3.619,0.03,,
3.62,0.02,,
3.621,0.02,,
3.622,0.03,,
3.623,0.02,,
3.624,0.02,,
3.625,0.02,,
3.626,-0.03,,
3.627,-0.04,,
3.628,-0.06,,
3.629,-0.07,,
3.63,-0.08,,
3.631,-0.08,,
3.632,-0.07,,
3.633,-0.03,,
3.634,0,,
3.635,0.03,,
3.636,0.04,,
3.637,0.07,,
3.638,0.06,,
3.639,0.02,,
3.64,0.02,,
3.641,0.04,,
3.642,0.04,,
3.643,0,,
3.644,0.02,,
3.645,0.01,,
3.646,-0.01,,
3.647,0,,
3.648,-0.04,,
3.649,-0.07,,
3.65,-0.05,,
3.651,-0.02,,
3.652,-0.04,,
3.653,-0.01,,
3.654,0,,
3.655,0.04,,
3.656,0.05,,
3.657,0.02,,
3.658,0,,
3.659,0.03,,
3.66,0.01,,
3.661,0.01,,
3.662,0.05,,
3.663,0.05,,
3.664,0.03,,
3.665,0.01,,
3.666,0,,
3.667,-0.01,,
3.668,-0.06,,
3.669,-0.08,,
3.67,-0.1,,
3.671,-0.1,,
3.672,-0.08,,
3.673,-0.05,,
3.674,-0.01,,
3.675,0.02,,
3.676,0.07,,
3.677,0.09,,
3.678,0.02,,
3.679,0,,
3.68,0.01,,
3.681,0.01,,
3.682,0.05,,
3.683,0.05,,
3.684,0.05,,
3.685,0.05,,
3.686,0.02,,
3.687,-0.01,,
3.688,-0.04,,
3.689,-0.07,,
3.69,-0.08,,
3.691,-0.06,,
3.692,-0.06,,
3.693,-0.07,,
3.694,-0.06,,
3.695,-0.02,,
3.696,0.01,,
3.697,0.01,,
3.698,0.04,,
3.699,0.06,,
3.7,0.05,,
3.701,0.06,,
3.702,0.06,,
3.703,0.07,,
3.704,0.04,,
3.705,0.04,,
3.706,0,,
3.707,-0.01,,
3.708,-0.03,,
3.709,-0.07,,
3.71,-0.06,,
3.711,-0.08,,
3.712,-0.09,,
3.713,-0.05,,
3.714,-0.03,,
3.715,0,,
3.716,0.01,,
3.717,0.05,,
3.718,0.05,,
3.719,0.01,,
3.72,0.02,,
3.721,0.03,,
3.722,0.05,,
3.723,0.05,,
3.724,0.09,,
3.725,0.07,,
3.726,0.04,,
3.727,0.01,,
3.728,-0.03,,
3.729,-0.05,,
3.73,-0.05,,
3.731,-0.06,,
3.732,-0.05,,
3.733,-0.09,,
3.734,-0.1,,
3.735,-0.05,,
3.736,-0.02,,
3.737,0,,
3.738,0.01,,
3.739,0,,
3.74,0.03,,
3.741,0.04,,
3.742,0.03,,
3.743,0.03,,
3.744,0.04,,
3.745,0.04,,
3.746,0.04,,
3.747,0.04,,
3.748,0.01,,
3.749,0.01,,
3.75,-0.03,,
3.751,-0.06,,
3.752,-0.09,,
3.753,-0.08,,
3.754,-0.06,,
3.755,-0.03,,
3.756,-0.04,,
3.757,0,,
3.758,0.01,,
3.759,0.02,,
3.76,0.03,,
3.761,0.07,,
3.762,0.04,,
3.763,0.03,,
3.764,0.04,,
3.765,0.05,,
3.766,0.06,,
3.767,0.05,,
3.768,0.02,,
3.769,-0.01,,
3.77,-0.03,,
3.771,-0.08,,
3.772,-0.09,,
3.773,-0.1,,
3.774,-0.06,,
3.775,-0.02,,
3.776,0.03,,
3.777,0,,
3.778,0.02,,
3.779,0.02,,
3.78,0.02,,
3.781,0.01,,
3.782,0.02,,
3.783,0.03,,
3.784,0.03,,
3.785,0.03,,
3.786,0.06,,
3.787,0.03,,
3.788,0.01,,
3.789,0,,
3.79,-0.03,,
3.791,-0.05,,
3.792,-0.07,,
3.793,-0.07,,
3.794,-0.06,,
3.795,-0.07,,
3.796,-0.02,,
3.797,-0.01,,
3.798,0.01,,
3.799,0.03,,
3.8,0.05,,
3.801,0.03,,
3.802,0.04,,
3.803,0.03,,
3.804,0.03,,
3.805,0.05,,
3.806,0.05,,
3.807,0.06,,
3.808,0.04,,
3.809,0.04,,
3.81,0.02,,
3.811,-0.06,,
3.812,-0.08,,
3.813,-0.09,,
3.814,-0.07,,
3.815,-0.06,,
3.816,-0.06,,
3.817,-0.01,,
3.818,-0.02,,
3.819,-0.01,,
3.82,0.02,,
3.821,0.04,,
3.822,0.04,,
3.823,0.03,,
3.824,0.03,,
3.825,0.06,,
3.826,0.04,,
3.827,0.02,,
3.828,0.04,,
3.829,0.02,,
3.83,0,,
3.831,0,,
3.832,-0.03,,
3.833,-0.06,,
3.834,-0.07,,
3.835,-0.07,,
3.836,-0.09,,
3.837,-0.06,,
3.838,0,,
3.839,0.02,,
3.84,0.01,,
3.841,0.03,,
3.842,0.02,,
3.843,0.03,,
3.844,0.04,,
3.845,0.03,,
3.846,0.02,,
3.847,0.02,,
3.848,0.04,,
3.849,0.04,,
3.85,0.02,,
3.851,-0.02,,
3.852,-0.04,,
3.853,-0.02,,
3.854,-0.06,,
3.855,-0.05,,
3.856,-0.06,,
3.857,-0.05,,
3.858,-0.07,,
3.859,-0.06,,
3.86,-0.02,,
3.861,0.03,,
3.862,0.05,,
3.863,0.07,,
3.864,0.08,,
3.865,0.08,,
3.866,0.05,,
3.867,0,,
3.868,0.03,,
3.869,0.04,,
3.87,0.01,,
3.871,0,,
3.872,-0.05,,
3.873,-0.09,,
3.874,-0.1,,
3.875,-0.1,,
3.876,-0.11,,
3.877,-0.07,,
3.878,-0.04,,
3.879,-0.04,,
3.88,0.02,,
3.881,0.03,,
3.882,0.05,,
3.883,0.07,,
3.884,0.05,,
3.885,0.01,,
3.886,0.03,,
3.887,0.03,,
3.888,0.05,,
3.889,0.05,,
3.89,0.02,,
3.891,-0.01,,
3.892,-0.05,,
3.893,-0.06,,
3.894,-0.06,,
3.895,-0.08,,
3.896,-0.08,,
3.897,-0.08,,
3.898,-0.07,,
3.899,-0.04,,
3.9,-0.01,,
3.901,0.02,,
3.902,0.08,,
3.903,0.09,,
3.904,0.09,,
3.905,0.07,,
3.906,0.05,,
3.907,0.01,,
3.908,0.02,,
3.909,0,,
3.91,0.01,,
3.911,0,,
3.912,-0.03,,
3.913,-0.04,,
3.914,-0.08,,
3.915,-0.06,,
3.916,-0.08,,
3.917,-0.09,,
3.918,-0.08,,
3.919,-0.04,,
3.92,-0.03,,
3.921,0,,
3.922,0.05,,
3.923,0.03,,
3.924,0.03,,
3.925,0.03,,
3.926,0.04,,
3.927,0.03,,
3.928,0.07,,
3.929,0.07,,
3.93,0.06,,
3.931,0.02,,
3.932,0.03,,
3.933,-0.02,,
3.934,-0.03,,
3.935,-0.09,,
3.936,-0.06,,
3.937,-0.09,,
3.938,-0.07,,
3.939,-0.05,,
3.94,-0.01,,
3.941,0.01,,
3.942,0.02,,
3.943,0.04,,
3.944,0.06,,
3.945,0.04,,
3.946,0.05,,
3.947,0.06,,
3.948,0.07,,
3.949,0.08,,
3.95,0.06,,
3.951,0.04,,
3.952,0,,
3.953,0,,
3.954,-0.02,,
3.955,-0.05,,
3.956,-0.06,,
3.957,-0.11,,
3.958,-0.09,,
3.959,-0.07,,
3.96,-0.03,,
3.961,-0.03,,
3.962,0.02,,
3.963,0.05,,
3.964,0.02,,
3.965,-0.02,,
3.966,-0.01,,
3.967,0,,
3.968,0.06,,
3.969,0.07,,
3.97,0.09,,
3.971,0.1,,
3.972,0.06,,
3.973,0.01,,
3.974,0,,
3.975,-0.02,,
3.976,-0.06,,
3.977,-0.06,,
3.978,-0.03,,
3.979,-0.03,,
3.98,-0.01,,
3.981,-0.02,,
3.982,-0.01,,
3.983,0.05,,
3.984,0.04,,
3.985,0.09,,
3.986,0.08,,
3.987,0.01,,
3.988,-0.11,,
3.989,-0.08,,
3.99,-0.02,,
3.991,-0.02,,
3.992,0.02,,
3.993,0.09,,
3.994,0.1,,
3.995,0.04,,
3.996,-0.05,,
3.997,-0.03,,
3.998,0.03,,
3.999,-0.02,,
4,0,,
4.001,-0.04,,
4.002,-0.03,,
4.003,-0.06,,
4.004,-0.04,,
4.005,-0.02,,
4.006,0,,
4.007,0,,
4.008,-0.07,,
4.009,-0.17,,
4.01,-0.25,,
4.011,-0.39,,
4.012,-0.53,,
4.013,-0.61,,
4.014,-0.55,,
4.015,-0.39,,
4.016,-0.31,,
4.017,-0.25,,
4.018,-0.12,,
4.019,-0.05,,
4.02,-0.07,,
4.021,-0.1,,
4.022,-0.06,,
4.023,0.22,,
4.024,0.33,,
4.025,0.29,,
4.026,0.33,,
4.027,0.37,,
4.028,0.34,,
4.029,0.14,,
4.03,0.09,,
4.031,0.33,,
4.032,0.47,,
4.033,0.37,,
4.034,0.41,,
4.035,0.37,,
4.036,0.27,,
4.037,0.09,,
4.038,-0.11,,
4.039,-0.41,,
4.04,-0.7,,
4.041,-0.87,,
4.042,-0.78,,
4.043,-0.6,,
4.044,-0.4,,
4.045,-0.4,,
4.046,-0.46,,
4.047,-0.51,,
4.048,-0.36,,
4.049,-0.3,,
4.05,0,,
4.051,0.24,,
4.052,0.3,,
4.053,0.48,,
4.054,0.53,,
4.055,0.64,,
4.056,0.82,,
4.057,0.98,,
4.058,0.84,,
4.059,0.78,,
4.06,0.81,,
4.061,0.67,,
4.062,0.53,,
4.063,0.3,,
4.064,0.15,,
4.065,-0.04,,
4.066,-0.12,,
4.067,-0.34,,
4.068,-0.63,,
4.069,-0.67,,
4.07,-0.32,,
4.071,-0.18,,
4.072,-0.01,,
4.073,0.21,,
4.074,0.37,,
4.075,0.23,,
4.076,0.03,,
4.077,0.11,,
4.078,0.2,,
4.079,0.51,,
4.08,0.55,,
4.081,0.32,,
4.082,-0.1,,
4.083,-0.38,,
4.084,-0.44,,
4.085,-0.45,,
4.086,-0.46,,
4.087,-0.42,,
4.088,-0.23,,
4.089,0.05,,
4.09,0.27,,
4.091,0.22,,
4.092,0.11,,
4.093,0.12,,
4.094,0.19,,
4.095,0.06,,
4.096,-0.07,,
4.097,-0.03,,
4.098,-0.37,,
4.099,-0.66,,
4.1,-0.5,,
4.101,-0.37,,
4.102,-0.19,,
4.103,-0.12,,
4.104,-0.07,,
4.105,0.07,,
4.106,0.14,,
4.107,0.2,,
4.108,0.21,,
4.109,0.12,,
4.11,0.09,,
4.111,-0.06,,
4.112,-0.06,,
4.113,-0.02,,
4.114,-0.07,,
4.115,-0.08,,
4.116,-0.11,,
4.117,-0.13,,
4.118,0.08,,
4.119,-0.05,,
4.12,-0.23,,
4.121,-0.08,,
4.122,0.01,,
4.123,0.08,,
4.124,0.15,,
4.125,0.13,,
4.126,0.15,,
4.127,0.18,,
4.128,0.11,,
4.129,0.03,,
4.13,-0.04,,
4.131,-0.03,,
4.132,0,,
4.133,0.02,,
4.134,0.05,,
4.135,0.02,,
4.136,0.06,,
4.137,0.06,,
4.138,-0.05,,
4.139,-0.15,,
4.14,-0.13,,
4.141,-0.11,,
4.142,-0.13,,
4.143,-0.09,,
4.144,-0.06,,
4.145,-0.03,,
4.146,0,,
4.147,0.01,,
4.148,0.03,,
4.149,-0.01,,
4.15,-0.02,,
4.151,0,,
4.152,0.07,,
4.153,0.11,,
4.154,0.04,,
4.155,0.04,,
4.156,0.04,,
4.157,0.02,,
4.158,-0.01,,
4.159,-0.05,,
4.16,-0.11,,
4.161,-0.08,,
4.162,-0.11,,
4.163,-0.09,,
4.164,-0.09,,
4.165,-0.04,,
4.166,-0.06,,
4.167,-0.03,,
4.168,0,,
4.169,0.02,,
4.17,0.01,,
4.171,0.02,,
4.172,0.01,,
4.173,0,,
4.174,0.05,,
4.175,0.09,,
4.176,0.08,,
4.177,0.04,,
4.178,-0.06,,
4.179,-0.11,,
4.18,-0.12,,
4.181,-0.12,,
4.182,-0.15,,
4.183,-0.16,,
4.184,-0.13,,
4.185,-0.06,,
4.186,-0.01,,
4.187,0.03,,
4.188,0.02,,
4.189,0.03,,
4.19,0.04,,
4.191,0.05,,
4.192,0.06,,
4.193,0.09,,
4.194,0.07,,
4.195,0.07,,
4.196,-0.03,,
4.197,-0.06,,
4.198,-0.08,,
4.199,-0.1,,
4.2,-0.15,,
4.201,-0.18,,
4.202,-0.1,,
4.203,-0.09,,
4.204,-0.03,,
4.205,-0.03,,
4.206,-0.04,,
4.207,-0.02,,
4.208,0.01,,
4.209,0,,
4.21,-0.04,,
4.211,-0.04,,
4.212,0.03,,
4.213,0.05,,
4.214,0.03,,
4.215,0.04,,
4.216,0.02,,
4.217,-0.04,,
4.218,-0.06,,
4.219,-0.07,,
4.22,-0.11,,
4.221,-0.05,,
4.222,-0.02,,
4.223,0.01,,
4.224,-0.08,,
4.225,-0.05,,
4.226,-0.01,,
4.227,0,,
4.228,0.01,,
4.229,0.06,,
4.23,0.02,,
4.231,-0.03,,
4.232,-0.04,,
4.233,-0.01,,
4.234,-0.03,,
4.235,-0.02,,
4.236,0.04,,
4.237,0.07,,
4.238,0.11,,
4.239,0.11,,
4.24,0.03,,
4.241,-0.06,,
4.242,-0.09,,
4.243,-0.11,,
4.244,-0.11,,
4.245,-0.1,,
4.246,-0.06,,
4.247,-0.03,,
4.248,-0.01,,
4.249,0.02,,
4.25,0.01,,
4.251,0,,
4.252,0,,
4.253,-0.01,,
4.254,0.04,,
4.255,0.06,,
4.256,0.06,,
4.257,0.08,,
4.258,0.04,,
4.259,0.04,,
4.26,0,,
4.261,-0.03,,
4.262,-0.08,,
4.263,-0.08,,
4.264,-0.11,,
4.265,-0.1,,
4.266,-0.09,,
4.267,-0.06,,
4.268,-0.03,,
4.269,-0.01,,
4.27,-0.02,,
4.271,-0.01,,
4.272,-0.01,,
4.273,0,,
4.274,0,,
4.275,0.02,,
4.276,0.01,,
4.277,0.01,,
4.278,0.01,,
4.279,-0.01,,
4.28,0,,
4.281,-0.01,,
4.282,0,,
4.283,-0.05,,
4.284,-0.04,,
4.285,-0.02,,
4.286,0.02,,
4.287,0,,
4.288,0.04,,
4.289,0.03,,
4.29,0.02,,
4.291,0,,
4.292,0.01,,
4.293,0.01,,
4.294,0.03,,
4.295,0.04,,
4.296,0.02,,
4.297,0.02,,
4.298,0.02,,
4.299,0,,
4.3,0.03,,
4.301,0.01,,
4.302,0.05,,
4.303,-0.02,,
4.304,-0.02,,
4.305,-0.06,,
4.306,-0.06,,
4.307,-0.06,,
4.308,-0.05,,
4.309,-0.01,,
4.31,-0.02,,
4.311,0,,
4.312,0.01,,
4.313,0.03,,
4.314,0.01,,
4.315,0.01,,
4.316,0.04,,
4.317,0.03,,
4.318,0.03,,
4.319,0.02,,
4.32,0.03,,
4.321,0.01,,
4.322,-0.02,,
4.323,-0.07,,
4.324,-0.09,,
4.325,-0.11,,
4.326,-0.1,,
4.327,-0.09,,
4.328,-0.06,,
4.329,-0.03,,
4.33,-0.01,,
4.331,0.01,,
4.332,0.01,,
4.333,0.01,,
4.334,0,,
4.335,0,,
4.336,0.01,,
4.337,0.01,,
4.338,0.03,,
4.339,0.01,,
4.34,-0.01,,
4.341,-0.02,,
4.342,-0.02,,
4.343,-0.06,,
4.344,-0.09,,
4.345,-0.12,,
4.346,-0.11,,
4.347,-0.12,,
4.348,-0.08,,
4.349,-0.04,,
4.35,-0.02,,
4.351,0.01,,
4.352,0.03,,
4.353,0.05,,
4.354,0.07,,
4.355,0.05,,
4.356,0.07,,
4.357,0.05,,
4.358,0.04,,
4.359,0.05,,
4.36,0.05,,
4.361,0.03,,
4.362,0.03,,
4.363,-0.02,,
4.364,-0.05,,
4.365,-0.08,,
4.366,-0.08,,
4.367,-0.06,,
4.368,-0.05,,
4.369,-0.04,,
4.37,-0.01,,
4.371,0,,
4.372,0.01,,
4.373,0.03,,
4.374,0.02,,
4.375,0.01,,
4.376,0.04,,
4.377,0.04,,
4.378,0.1,,
4.379,0.14,,
4.38,0.13,,
4.381,0.13,,
4.382,0.11,,
4.383,0.07,,
4.384,0.02,,
4.385,-0.02,,
4.386,0,,
4.387,-0.04,,
4.388,-0.04,,
4.389,-0.05,,
4.39,-0.01,,
4.391,0.01,,
4.392,0.03,,
4.393,0.05,,
4.394,0.06,,
4.395,0.03,,
4.396,0.06,,
4.397,0.06,,
4.398,0.08,,
4.399,0.09,,
4.4,0.07,,
4.401,0.07,,
4.402,0.05,,
4.403,0.04,,
4.404,0,,
4.405,-0.03,,
4.406,-0.02,,
4.407,-0.06,,
4.408,-0.05,,
4.409,-0.03,,
4.41,-0.01,,
4.411,0.02,,
4.412,0.05,,
4.413,0.05,,
4.414,0.06,,
4.415,0.06,,
4.416,0.07,,
4.417,0.06,,
4.418,0.05,,
4.419,0.07,,
4.42,0.08,,
4.421,0.07,,
4.422,0.07,,
4.423,0.06,,
4.424,0.04,,
4.425,0.02,,
4.426,-0.03,,
4.427,-0.04,,
4.428,-0.06,,
4.429,-0.02,,
4.43,-0.02,,
4.431,0.01,,
4.432,0,,
4.433,0.03,,
4.434,0.05,,
4.435,0.06,,
4.436,0.03,,
4.437,0.04,,
4.438,0.04,,
4.439,0.05,,
4.44,0.05,,
4.441,0.06,,
4.442,0.06,,
4.443,0.04,,
4.444,0.01,,
4.445,-0.02,,
4.446,-0.02,,
4.447,-0.08,,
4.448,-0.09,,
4.449,-0.09,,
4.45,-0.07,,
4.451,-0.06,,
4.452,-0.02,,
4.453,-0.01,,
4.454,0.03,,
4.455,0.03,,
4.456,0.03,,
4.457,0.02,,
4.458,0.05,,
4.459,0.05,,
4.46,0.06,,
4.461,0.06,,
4.462,0.07,,
4.463,0.05,,
4.464,0.03,,
4.465,0.02,,
4.466,-0.01,,
4.467,-0.05,,
4.468,-0.08,,
4.469,-0.09,,
4.47,-0.06,,
4.471,-0.02,,
4.472,-0.01,,
4.473,0.01,,
4.474,0.02,,
4.475,0.02,,
4.476,0.05,,
4.477,0.01,,
4.478,0.03,,
4.479,0.06,,
4.48,0.05,,
4.481,0.06,,
4.482,0.05,,
4.483,0.04,,
4.484,0.03,,
4.485,0,,
4.486,0,,
4.487,-0.07,,
4.488,-0.08,,
4.489,-0.09,,
4.49,-0.11,,
4.491,-0.1,,
4.492,-0.08,,
4.493,-0.03,,
4.494,-0.01,,
4.495,0.01,,
4.496,0.04,,
4.497,0.06,,
4.498,0.06,,
4.499,0.06,,
4.5,0.07,,
4.501,0.04,,
4.502,0.04,,
4.503,0.04,,
4.504,0.06,,
4.505,0,,
4.506,-0.02,,
4.507,-0.05,,
4.508,-0.07,,
4.509,-0.07,,
4.51,-0.07,,
4.511,-0.06,,
4.512,-0.04,,
4.513,0,,
4.514,0,,
4.515,0.02,,
4.516,0.05,,
4.517,0.04,,
4.518,0.05,,
4.519,0.04,,
4.52,0.04,,
4.521,0.04,,
4.522,0.05,,
4.523,0.06,,
4.524,0.08,,
4.525,0.03,,
4.526,0,,
4.527,-0.02,,
4.528,-0.06,,
4.529,-0.05,,
4.53,-0.07,,
4.531,-0.06,,
4.532,-0.05,,
4.533,-0.03,,
4.534,0,,
4.535,-0.01,,
4.536,0.01,,
4.537,0.05,,
4.538,0.06,,
4.539,0.08,,
4.54,0.08,,
4.541,0.07,,
4.542,0.07,,
4.543,0.07,,
4.544,0.07,,
4.545,0.04,,
4.546,0.02,,
4.547,0,,
4.548,0,,
4.549,-0.05,,
4.55,-0.07,,
4.551,-0.07,,
4.552,-0.07,,
4.553,-0.04,,
4.554,0.01,,
4.555,0.02,,
4.556,0.04,,
4.557,0.07,,
4.558,0.05,,
4.559,0.05,,
4.56,0.04,,
4.561,0.04,,
4.562,0.07,,
4.563,0.09,,
4.564,0.09,,
4.565,0.09,,
4.566,0.03,,
4.567,0,,
4.568,-0.03,,
4.569,-0.05,,
4.57,-0.06,,
4.571,-0.06,,
4.572,-0.06,,
4.573,-0.03,,
4.574,-0.02,,
4.575,0,,
4.576,0.05,,
4.577,0.06,,
4.578,0.04,,
4.579,0.04,,
4.58,0.05,,
4.581,0.06,,
4.582,0.04,,
4.583,0.07,,
4.584,0.06,,
4.585,0.07,,
4.586,0.05,,
4.587,0.01,,
4.588,-0.01,,
4.589,-0.05,,
4.59,-0.08,,
4.591,-0.09,,
4.592,-0.07,,
4.593,-0.05,,
4.594,-0.02,,
4.595,0.01,,
4.596,0.03,,
4.597,0.06,,
4.598,0.06,,
4.599,0.04,,
4.6,0.05,,
4.601,0.05,,
4.602,0.05,,
4.603,0.04,,
4.604,0.05,,
4.605,0.06,,
4.606,0.05,,
4.607,0.03,,
4.608,0,,
4.609,-0.01,,
4.61,-0.05,,
4.611,-0.04,,
4.612,-0.08,,
4.613,-0.07,,
4.614,-0.05,,
4.615,-0.01,,
4.616,-0.02,,
4.617,0.01,,
4.618,0.03,,
4.619,0,,
4.62,0.07,,
4.621,0.08,,
4.622,0.05,,
4.623,0.06,,
4.624,0.06,,
4.625,0.06,,
4.626,0.04,,
4.627,0.02,,
4.628,-0.01,,
4.629,-0.02,,
4.63,-0.05,,
4.631,-0.04,,
4.632,-0.05,,
4.633,-0.07,,
4.634,-0.03,,
4.635,-0.01,,
4.636,-0.02,,
4.637,0.03,,
4.638,0.06,,
4.639,0.06,,
4.64,0.06,,
4.641,0.03,,
4.642,0.05,,
4.643,0.04,,
4.644,0.04,,
4.645,0.06,,
4.646,0.06,,
4.647,0.04,,
4.648,0.03,,
4.649,0,,
4.65,-0.02,,
4.651,-0.06,,
4.652,-0.1,,
4.653,-0.1,,
4.654,-0.09,,
4.655,-0.09,,
4.656,-0.03,,
4.657,-0.03,,
4.658,-0.02,,
4.659,0.01,,
4.66,0.02,,
4.661,0.03,,
4.662,0.07,,
4.663,0.08,,
4.664,0.11,,
4.665,0.16,,
4.666,0.13,,
4.667,0.14,,
4.668,0.11,,
4.669,0.08,,
4.67,0.04,,
4.671,0,,
4.672,-0.07,,
4.673,-0.07,,
4.674,-0.06,,
4.675,-0.08,,
4.676,-0.05,,
4.677,-0.01,,
4.678,0.04,,
4.679,0.05,,
4.68,0.07,,
4.681,0.08,,
4.682,0.08,,
4.683,0.03,,
4.684,0.03,,
4.685,0.04,,
4.686,0.08,,
4.687,0.05,,
4.688,0.04,,
4.689,0.02,,
4.69,0,,
4.691,-0.03,,
4.692,-0.08,,
4.693,-0.09,,
4.694,-0.09,,
4.695,-0.07,,
4.696,-0.07,,
4.697,-0.05,,
4.698,-0.02,,
4.699,-0.01,,
4.7,0.01,,
4.701,0.04,,
4.702,0.06,,
4.703,0.01,,
4.704,0.02,,
4.705,0.01,,
4.706,0.04,,
4.707,0.04,,
4.708,0.02,,
4.709,0,,
4.71,-0.02,,
4.711,0,,
4.712,-0.05,,
4.713,-0.07,,
4.714,-0.06,,
4.715,-0.09,,
4.716,-0.09,,
4.717,-0.07,,
4.718,-0.06,,
4.719,-0.02,,
4.72,0.01,,
4.721,0.04,,
4.722,0.06,,
4.723,0.05,,
4.724,0.05,,
4.725,0.03,,
4.726,0.04,,
4.727,0.04,,
4.728,0.03,,
4.729,0.04,,
4.73,0,,
4.731,-0.01,,
4.732,-0.03,,
4.733,-0.04,,
4.734,-0.09,,
4.735,-0.07,,
4.736,-0.09,,
4.737,-0.06,,
4.738,-0.04,,
4.739,-0.02,,
4.74,0.01,,
4.741,0.02,,
4.742,0.04,,
4.743,0.05,,
4.744,0.04,,
4.745,0.04,,
4.746,0.05,,
4.747,0.05,,
4.748,0.05,,
4.749,0.05,,
4.75,0.02,,
4.751,0,,
4.752,-0.02,,
4.753,-0.03,,
4.754,-0.08,,
4.755,-0.08,,
4.756,-0.07,,
4.757,-0.05,,
4.758,-0.03,,
4.759,-0.01,,
4.76,0,,
4.761,0.01,,
4.762,0.04,,
4.763,0.03,,
